State,Data Item,Value,CV (%)
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",61,23.8
NEW JERSEY,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",41,11.1
NEW JERSEY,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",50,16
NEW JERSEY,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",43,30.8
NEW JERSEY,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",7,24
NEW JERSEY,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",15,15.2
NEW JERSEY,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",8,24.3
NEW JERSEY,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",7,25.7
NEW JERSEY,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",72,11.1
NEW JERSEY,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",0,28
NEW JERSEY,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",0,24.3
NEW JERSEY,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",13,11.7
NEW JERSEY,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",11,14.1
NEW JERSEY,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",2,16.3
NEW JERSEY,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",35,17.6
NEW JERSEY,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",35,32.1
NEW JERSEY,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",64,24
NEW JERSEY,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",45,15.6
NEW JERSEY,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",19,34.7
NEW JERSEY,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",55,35.9
NEW JERSEY,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",36,37.9
NEW JERSEY,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",19,11.4
NEW JERSEY,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",28,29.1
NEW JERSEY,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",26,24.7
NEW JERSEY,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",2,23.6
NEW JERSEY,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",60,20.9
NEW JERSEY,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",45,12.1
NEW JERSEY,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",15,13.8
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",10,26.8
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",8,26.6
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",2,18.1
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",13,22.8
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",15,25.8
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",8,12.2
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",21,26.6
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",20,21.3
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",1,13
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",27,17.5
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",38,16.7
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",4,15.1
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",7,28.6
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",3,26.6
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",4,19.3
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",9,31.7
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",5,33.9
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",17,35.1
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - NUMBER OF OPERATIONS",2,23.3
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - NUMBER OF OPERATIONS",1,24.6
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - NUMBER OF OPERATIONS",1,22
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",3,23
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",2,13.6
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",4,14.4
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",20,15
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",10,16.3
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",10,1.6
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",26,1.7
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",19,4.9
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",42,4.9
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",17,5.6
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",11,8.9
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",6,17.3
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",22,22.5
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",21,25.5
NEW JERSEY,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",25,14.6
NEW JERSEY,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",14,20
NEW JERSEY,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",8,17.1
NEW JERSEY,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",6,8.9
NEW JERSEY,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",63,9.4
NEW JERSEY,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",43,26.5
NEW JERSEY,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",20,18.6
NEW JERSEY,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",53,6.7
NEW JERSEY,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",39,5.2
NEW JERSEY,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",14,8.1
NEW MEXICO,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",206,6.8
NEW MEXICO,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",202,27.7
NEW MEXICO,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",4,21.1
NEW MEXICO,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",638,13.7
NEW MEXICO,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",8,13.3
NEW MEXICO,"AG LAND, ORGANIC - ACRES",34431,15.1
NEW MEXICO,"AG LAND, ORGANIC - ACRES",34412,10.2
NEW MEXICO,"AG LAND, ORGANIC - ACRES",19,29.3
NEW MEXICO,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",116,25.8
NEW MEXICO,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",105,19.5
NEW MEXICO,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",11,15.6
NEW MEXICO,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",17,27.3
NEW MEXICO,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",17,23
NEW MEXICO,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",9,28.6
NEW MEXICO,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",2,18.8
NEW MEXICO,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",6,0
NEW MEXICO,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",9,0
NEW MEXICO,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",2,0
NEW MEXICO,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",6,68.3
NEW MEXICO,"AG LAND, ORGANIC, OWNED - ACRES",29220,4.8
NEW MEXICO,"AG LAND, ORGANIC, OWNED - ACRES",29201,5.2
NEW MEXICO,"AG LAND, ORGANIC, OWNED - ACRES",19,10.8
NEW MEXICO,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",106,6.4
NEW MEXICO,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",95,7.1
NEW MEXICO,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",11,15.1
NEW MEXICO,"AG LAND, ORGANIC, OWNED, TRANSITIONING - ACRES",206,0
NEW MEXICO,"AG LAND, ORGANIC, OWNED, TRANSITIONING - NUMBER OF OPERATIONS",8,0
NEW MEXICO,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES",5296,(H)
NEW MEXICO,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES",5296,
NEW MEXICO,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",20,
NEW MEXICO,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",20,
NEW MEXICO,"AG LAND, ORGANIC, RENTED TO OTHERS - ACRES",85,
NEW MEXICO,"AG LAND, ORGANIC, RENTED TO OTHERS - ACRES",85,
NEW MEXICO,"AG LAND, ORGANIC, RENTED TO OTHERS - NUMBER OF OPERATIONS",3,
NEW MEXICO,"AG LAND, ORGANIC, RENTED TO OTHERS - NUMBER OF OPERATIONS",3,
NEW MEXICO,"AG LAND, ORGANIC, TRANSITIONING - ACRES",206,
NEW MEXICO,"AG LAND, ORGANIC, TRANSITIONING - ACRES",202,
NEW MEXICO,"AG LAND, ORGANIC, TRANSITIONING - ACRES",4,
NEW MEXICO,"AG LAND, ORGANIC, TRANSITIONING - ACRES",0,
NEW MEXICO,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",8,
NEW MEXICO,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",4,
NEW MEXICO,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",4,
NEW MEXICO,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",14,
NEW MEXICO,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES",0,
NEW MEXICO,"AG LAND, PASTURELAND, RANGE ONLY, ORGANIC, TRANSITIONING - ACRES",0,
NEW MEXICO,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",116,
NEW MEXICO,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",105,
NEW MEXICO,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",11,
NEW MEXICO,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",44,
NEW MEXICO,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",36,
NEW MEXICO,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",20,
NEW MEXICO,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - NUMBER OF OPERATIONS",7,
NEW MEXICO,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - NUMBER OF OPERATIONS",3,
NEW MEXICO,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - NUMBER OF OPERATIONS",4,
NEW MEXICO,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - OPERATIONS, MEASURED IN PCT BY PRACTICE",6,
NEW MEXICO,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - OPERATIONS, MEASURED IN PCT BY PRACTICE",3,
NEW MEXICO,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - OPERATIONS, MEASURED IN PCT BY PRACTICE",36,4.7
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - NUMBER OF OPERATIONS",12,12.3
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - NUMBER OF OPERATIONS",12,13.4
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",11,10.2
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",12,8.2
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DISCONTINUE - NUMBER OF OPERATIONS",4,12
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DISCONTINUE - NUMBER OF OPERATIONS",4,8.7
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DISCONTINUE - OPERATIONS, MEASURED IN PCT BY PRACTICE",3,5
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DISCONTINUE - OPERATIONS, MEASURED IN PCT BY PRACTICE",4,9.8
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - NUMBER OF OPERATIONS",18,15.9
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - NUMBER OF OPERATIONS",18,6.7
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",16,15.3
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",17,9.1
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - NUMBER OF OPERATIONS",62,24.9
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - NUMBER OF OPERATIONS",60,9.9
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - NUMBER OF OPERATIONS",2,21.3
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - OPERATIONS, MEASURED IN PCT BY PRACTICE",55,7.4
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - OPERATIONS, MEASURED IN PCT BY PRACTICE",59,13.1
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - OPERATIONS, MEASURED IN PCT BY PRACTICE",19,18.6
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - NUMBER OF OPERATIONS",10,17.7
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - NUMBER OF OPERATIONS",5,19.7
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - NUMBER OF OPERATIONS",5,21.9
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - OPERATIONS, MEASURED IN PCT BY PRACTICE",9,6.7
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - OPERATIONS, MEASURED IN PCT BY PRACTICE",5,17.7
NEW MEXICO,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - OPERATIONS, MEASURED IN PCT BY PRACTICE",45,8
NEW MEXICO,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",88,18.7
NEW MEXICO,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",79,14.5
NEW MEXICO,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",9,21.2
NEW MEXICO,"PRACTICES, ORGANIC, BENEFICIAL INSECT OR VERTEBRATE HABITAT MAINTAINED - NUMBER OF OPERATIONS",51,4.6
NEW MEXICO,"PRACTICES, ORGANIC, BENEFICIAL INSECT OR VERTEBRATE HABITAT MAINTAINED - NUMBER OF OPERATIONS",51,4.5
NEW MEXICO,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",32,33.6
NEW MEXICO,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",30,6.6
NEW MEXICO,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",2,18.5
NEW MEXICO,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",48,23.7
NEW MEXICO,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",46,5.6
NEW MEXICO,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",2,13.3
NEW MEXICO,"PRACTICES, ORGANIC, BUFFER STRIPS OR BORDER ROWS MAINTAINED, TO ISOLATE ORGANIC FROM CONVENTIONAL CROPS - NUMBER OF OPERATIONS",66,73.3
NEW MEXICO,"PRACTICES, ORGANIC, BUFFER STRIPS OR BORDER ROWS MAINTAINED, TO ISOLATE ORGANIC FROM CONVENTIONAL CROPS - NUMBER OF OPERATIONS",66,73.3
NEW MEXICO,"PRACTICES, ORGANIC, CONSERVATION TILLAGE, NO-TILL OR MINIMUM TILL - NUMBER OF OPERATIONS",75,72.6
NEW MEXICO,"PRACTICES, ORGANIC, CONSERVATION TILLAGE, NO-TILL OR MINIMUM TILL - NUMBER OF OPERATIONS",64,72.1
NEW MEXICO,"PRACTICES, ORGANIC, CONSERVATION TILLAGE, NO-TILL OR MINIMUM TILL - NUMBER OF OPERATIONS",11,83.9
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - NUMBER OF OPERATIONS",34,83.9
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - NUMBER OF OPERATIONS",32,87.8
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - NUMBER OF OPERATIONS",2,87.5
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - OPERATIONS, MEASURED IN PCT OF OPERATIONS",46,16.9
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - OPERATIONS, MEASURED IN PCT OF OPERATIONS",51,17.1
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - OPERATIONS, MEASURED IN PCT OF OPERATIONS",19,(H)
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - NUMBER OF OPERATIONS",17,15.2
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - NUMBER OF OPERATIONS",13,15.2
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - NUMBER OF OPERATIONS",4,(H)
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",23,11.5
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",21,10.9
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",36,64.8
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",23,11.2
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",18,10.8
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",5,68.2
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",31,40.9
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",28,35
NEW MEXICO,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",45,40.7
NEW MEXICO,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",55,34.8
NEW MEXICO,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",50,8.7
NEW MEXICO,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",5,8.6
NEW MEXICO,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",20,48.2
NEW MEXICO,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",20,11.3
NEW MEXICO,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",1424,12.1
NEW MEXICO,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",1424,53.3
NEW MEXICO,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",19,27.2
NEW MEXICO,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",19,27.2
NEW MEXICO,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",41,8.8
NEW MEXICO,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",41,8.7
